77|25
12|71
48|54
72|46
45|73
75|40
73|66
65|74
61|4
76|70
34|58
22|55
25|53
53|45
72|46
41|28
6|24
61|4
78|63
48|54
43|65
14|61
37|30
7|60
44|64
27|59
23|16
71|20
12|71
70|41
77|25
28|75
60|77
5|42
49|49
63|10
9|2
81|9
6|24
45|73
42|31
45|73
17|21
75|40
7|60
50|22
79|33
78|63
67|57
38|11
11|69
71|20
66|23
2|12
4|19
35|32
71|20
29|13
60|77
41|28
31|48
19|43
55|50
11|69
57|67
54|29
16|51
29|13
52|44
42|31
51|39
66|23
25|53
51|39
17|21
45|73
58|3
9|2
60|77
54|29
29|13
61|4
62|72
35|32
30|80
51|39
41|28
69|79
15|8
78|63
13|78
2|12
75|40
51|39
9|2
66|23
38|11
69|79
39|52
55|50
24|18
69|79
59|7
20|76
15|8
33|56
24|18
6|24
66|23
18|1
81|9
75|40
10|38
80|15
37|30
70|41
41|28
76|70
2|12
14|61
12|71
3|5
42|31
49|49
51|39
15|8
37|30
28|75
64|26
23|16
13|78
34|58
60|77
17|21
71|20
43|65
12|71
53|45
11|69
36|27
10|38
57|67
2|12
10|38
68|35
79|33
35|32
41|28
22|55
24|18
71|20
32|14
63|10
3|5
41|28
76|70
26|36
50|22
25|53
50|22
21|68
38|11
11|69
52|44
21|68
6|24
35|32
58|3
46|62
35|32
76|70
53|45
15|8
60|77
74|34
49|49
59|7
63|10
70|41
3|5
80|15
43|65
18|1
17|21
71|20
51|39
9|2
36|27
65|74
29|13
4|19
81|9
40|37
58|3
50|22
60|77
5|42
7|60
20|76
23|16
32|14
22|55
81|9
3|5
54|29
57|67
25|53
38|11
76|70
4|19
56|47
56|47
31|48
71|20
69|79
52|44
52|44
48|54
20|76
73|66
66|23
59|7
6|24
7|60
12|71
55|50
11|69
25|53
31|48
54|29
16|51
58|3
17|21
26|36
6|24
63|10
40|37
51|39
50|22
50|22
11|69
5|42
67|57
40|37
50|22
37|30
23|16
6|24
9|2
5|42
38|11
61|4
16|51
71|20
71|20
30|80
11|69
63|10
10|38
78|63
30|80
70|41
44|64
33|56
29|13
47|17
28|75
44|64
59|7
27|59
31|48
34|58
41|28
15|8
69|79
27|59
72|46
50|22
28|75
67|57
33|56
14|61
21|68
70|41
17|21
20|76
45|73
18|1
13|78
77|25
42|31
9|2
21|68
35|32
39|52
28|75
26|36
53|45
10|38
27|59
34|58
18|1
80|15
65|74
57|67
79|33
46|62
11|69
19|43
79|33
19|43
24|18
42|31
19|43
41|28
66|23
13|78
48|54
17|21
23|16
42|31
77|25
42|31
47|17
63|10
65|74
8|6
64|26
54|29
46|62
34|58
36|27
38|11
71|20
51|39
50|22
60|77
66|23
46|62
44|64
54|29
70|41
37|30
41|28
22|55
50|22
61|4
43|65
81|9
70|41
39|52
51|39
45|73
28|75
7|60
27|59
32|14
75|40
56|47
38|11
26|36
55|50
2|12
20|76
47|17
28|75
18|1
44|64
10|38
34|58
53|45
32|14
12|71
10|38
49|49
76|70
68|35
27|59
8|6
69|79
49|49
73|66
37|30
72|46
74|34
6|24
55|50
59|7
16|51
11|69
65|74
22|55
68|35
24|18
22|55
5|42
58|3
41|28
43|65
6|24
13|78
6|24
22|55
25|53
68|35
40|37
61|4
13|78
39|52
72|46
32|14
12|71
61|4
75|40
42|31
14|61
13|78
18|1
9|2
43|65
15|8
20|76
45|73
28|75
68|35
14|61
45|73
37|30
16|51
34|58
55|50
2|12
78|63
62|72
26|36
4|19
6|24
27|59
76|70
53|45
57|67
6|24
10|38
62|72
62|72
6|24
40|37
57|67
4|19
60|77
4|19
59|7
69|79
55|50
55|50
68|35
9|2
29|13
62|72
52|44
14|61
77|25
36|27
57|67
58|3
49|49
54|29
23|16
42|31
62|72
76|70
23|16
60|77
32|14
21|68
18|1
46|62
40|37
44|64
21|68
7|60
67|57
73|66
66|23
41|28
4|19
13|78
42|31
55|50
28|75
60|77
64|26
38|11
5|42
10|38
67|57
73|66
6|24
77|25
70|41
68|35
19|43
22|55
70|41
72|46
34|58
5|42
51|39
14|61
11|69
44|64
67|57
52|44
18|1
24|18
16|51
59|7
66|23
34|58
81|9
63|10
74|34
48|54
35|32
40|37
8|6
40|37
43|65
57|67
80|15
20|76
43|65
5|42
37|30
63|10
24|18
30|80
31|48
25|53
73|66
39|52
11|69
69|79
48|54
34|58
46|62
59|7
64|26
34|58
2|12
53|45
33|56
48|54
9|2
80|15
7|60
24|18
44|64
70|41
45|73
68|35
21|68
60|77
5|42
55|50
29|13
55|50
32|14
16|51
39|52
21|68
59|7
59|7
52|44
46|62
45|73
7|60
80|15
45|73
31|48
17|21
42|31
35|32
76|70
45|73
14|61
45|73
31|48
81|9
63|10
20|76
18|1
77|25
69|79
72|46
27|59
36|27
69|79
31|48
4|19
24|18
79|33
29|13
24|18
50|22
7|60
62|72
2|12
77|25
33|56
51|39
24|18
52|44
29|13
51|39
3|5
56|47
79|33
4|19
64|26
61|4
16|51
23|16
63|10
81|9
33|56
72|46
80|15
20|76
37|30
77|25
66|23
64|26
54|29
34|58
67|57
68|35
73|66
72|46
48|54
57|67
12|71
21|68
8|6
70|41
63|10
36|27
49|49
51|39
14|61
63|10
31|48
24|18
41|28
78|63
8|6
38|11
73|66
9|2
49|49
24|18
10|38
62|72
9|2
54|29
3|5
53|45
77|25
40|37
8|6
80|15
69|79
44|64
63|10
67|57
46|62
14|61
17|21
39|52
75|40
40|37
70|41
53|45
36|27
56|47
76|70
54|29
17|21
67|57
28|75
43|65
45|73
26|36
80|15
55|50
44|64
47|17
77|25
26|36
74|34
53|45
51|39
66|23
58|3
14|61
72|46
55|50
15|8
21|68
14|61
28|75
22|55
16|51
58|3
35|32
33|56
65|74
40|37
74|34
11|69
42|31
45|73
33|56
48|54
61|4
44|64
42|31
34|58
65|74
7|60
79|33
36|27
39|52
54|29
76|70
3|5
7|60
58|3
8|6
35|32
63|10
8|6
54|29
29|13
33|56
77|25
44|64
11|69
34|58
80|15
36|27
59|7
44|64
46|62
37|30
17|21
9|2
29|13
38|11
44|64
14|61
76|70
43|65
11|69
19|43
11|69
37|30
58|3
75|40
77|25
69|79
36|27
6|24
66|23
61|4
79|33
64|26
11|69
56|47
12|71
10|38
42|31
80|15
33|56
45|73
51|39
29|13
2|12
32|14
49|49
23|16
18|1
78|63
80|15
63|10
17|21
16|51
31|48
30|80
46|62
42|31
41|28
50|22
3|5
30|80
60|77
26|36
71|20
49|49
25|53
32|14
67|57
24|18
11|69
56|47
17|21
66|23
26|36
9|2
5|42
9|2
9|2
42|31
47|17
41|28
31|48
51|39
75|40
62|72
56|47
11|69
41|28
34|58
55|50
32|14
15|8
54|29
37|30
50|22
55|50
6|24
2|12
26|36
31|48
33|56
53|45
61|4
25|53
18|1
42|31
28|75
10|38
65|74
15|8
38|11
19|43
11|69
21|68
15|8
55|50
33|56
63|10
70|41
74|34
67|57
46|62
28|75
36|27
65|74
21|68
52|44
53|45
71|20
51|39
60|77
63|10
66|23
59|7
32|14
30|80
34|58
35|32
54|29
48|54
19|43
56|47
55|50
53|45
41|28
4|19
55|50
76|70
64|26
77|25
38|11
65|74
39|52
15|8
67|57
35|32
64|26
35|32
28|75
45|73
31|48
32|14
65|74
70|41
62|72
71|20
26|36
6|24
75|40
25|53
60|77
32|14
59|7
23|16
49|49
11|69
73|66
34|58
8|6
70|41
18|1
63|10
14|61
50|22
9|2
51|39
4|19
72|46
41|28
28|75
33|56
71|20
53|45
75|40
47|17
49|49
7|60
23|16
68|35
69|79
26|36
63|10
29|13
32|14
81|9
36|27
23|16
64|26
44|64
81|9
43|65
68|35
54|29
50|22
65|74
2|12
13|78
61|4
25|53
33|56
60|77
48|54
78|63
27|59
50|22
34|58
24|18
69|79
5|42
74|34
21|68
55|50
73|66
59|7
63|10
39|52
13|78
21|68
2|12
57|67
41|28
33|56
17|21
9|2
5|42
47|17
42|31
19|43
64|26
64|26
19|43
40|37
72|46
4|19
72|46
59|7
54|29
71|20
7|60
56|47
63|10
2|12
43|65
14|61
25|53
24|18
76|70
56|47
25|53
52|44
32|14
10|38
70|41
42|31
81|9
40|37
40|37
30|80
77|25
33|56
6|24
65|74
27|59
67|57
46|62
38|11
17|21
20|76
16|51
63|10
22|55
6|24
79|33
38|11
60|77
77|25
49|49
62|72
60|77
60|77
2|12
35|32
6|24
37|30
53|45
60|77
42|31
5|42
5|42
58|3
9|2
2|12
8|6
7|60
17|21
37|30
35|32
60|77
58|3
9|2
40|37
8|6
30|80
80|15
26|36
28|75
32|14
42|31
52|44
66|23
23|16
29|13
61|4
73|66
30|80
50|22
78|63
33|56
23|16
38|11
21|68
45|73
63|10
79|33
18|1
32|14
37|30
65|74
30|80
24|18
58|3
39|52
9|2
4|19
49|49
27|59
59|7
22|55
34|58
54|29
19|43
52|44
64|26
44|64
70|41
55|50
69|79
77|25
6|24
45|73
76|70
61|4
46|62
48|54
49|49
45|73
47|17
13|78
55|50
25|53
60|77
20|76
76|70
5|42
37|30
58|3
45|73
63|10
66|23
10|38
49|49
6|24
42|31
70|41
37|30
28|75
11|69
25|53
27|59
35|32
11|69
73|66
32|14
24|18
65|74
4|19
80|15
78|63
68|35
43|65
22|55
66|23
40|37
55|50
55|50
23|16
72|46
51|39
49|49
24|18
48|54
77|25
9|2
11|69
71|20
4|19
77|25
46|62
7|60
70|41
6|24
41|28
29|13
38|11
27|59
52|44
38|11
2|12
77|25
66|23
4|19
66|23
49|49
64|26
40|37
18|1
65|74
24|18
61|4
26|36
18|1
45|73
52|44
45|73
56|47
76|70
74|34
81|9
20|76
49|49
69|79
34|58
23|16
16|51
76|70
61|4
33|56
4|19
63|10
29|13
39|52
26|36
10|38
26|36
24|18
72|46
54|29
43|65
65|74
11|69
17|21
5|42
53|45
60|77
49|49
25|53
74|34
11|69
43|65
73|66
4|19
35|32
74|34
34|58
64|26
64|26
8|6
54|29
28|75
53|45
51|39
49|49
79|33
60|77
41|28
76|70
2|12
11|69
7|60
5|42
7|60
27|59
57|67
42|31
67|57
14|61
43|65
46|62
51|39
75|40
33|56
7|60
17|21
2|12
64|26
55|50
71|20
69|79
41|28
45|73
51|39
18|1
67|57
44|64
38|11
69|79
57|67
29|13
53|45
18|1
31|48
61|4
33|56
52|44
47|17
78|63
42|31
33|56
17|21
20|76
79|33
30|80
81|9
76|70
28|75
68|35
14|61
47|17
72|46
66|23
9|2
29|13
41|28
45|73
48|54
38|11
57|67
54|29
78|63
7|60
61|4
49|49
8|6
58|3
63|10
22|55
80|15
20|76
26|36
7|60
75|40
46|62
67|57
59|7
4|19
35|32
42|31
77|25
53|45
26|36
8|6
64|26
33|56
79|33
76|70
55|50
13|78
18|1
46|62
27|59
58|3
24|18
57|67
63|10
47|17
34|58
21|68
14|61
69|79
16|51
53|45
29|13
79|33
22|55
75|40
41|28
74|34
53|45
9|2
61|4
6|24
75|40
47|17
15|8
28|75
40|37
71|20
56|47
6|24
61|4
39|52
23|16
12|71
10|38
20|76
79|33
78|63
81|9
34|58
76|70
49|49
11|69
4|19
2|12
2|12
20|76
33|56
3|5
11|69
36|27
77|25
46|62
34|58
80|15
28|75
69|79
25|53
4|19
73|66
75|40
62|72
5|42
59|7
30|80
25|53
38|11
61|4
16|51
9|2
15|8
37|30
65|74
36|27
15|8
76|70
41|28
32|14
58|3
40|37
51|39
75|40
80|15
48|54
55|50
35|32
58|3
47|17
20|76
65|74
38|11
5|42
42|31
42|31
51|39
36|27
66|23
69|79
25|53
43|65
35|32
6|24
75|40
39|52
57|67
4|19
26|36
67|57
27|59
7|60
59|7
59|7
49|49
38|11
80|15
53|45
51|39
53|45
81|9
29|13
81|9
74|34
60|77
53|45
66|23
14|61
62|72
4|19
58|3
31|48
66|23
14|61
55|50
55|50
24|18
43|65
2|12
14|61
6|24
22|55
65|74
28|75
78|63
58|3
57|67
22|55
65|74
71|20
19|43
56|47
4|19
63|10
25|53
13|78
73|66
7|60
77|25
10|38
36|27
59|7
24|18
77|25
48|54
9|2
71|20
42|31
60|77
26|36
36|27
33|56
2|12
40|37
17|21
49|49
33|56
48|54
59|7
66|23
39|52
5|42
6|24
54|29
12|71
25|53
34|58
77|25
51|39
45|73
15|8
30|80
5|42
71|20
21|68
42|31
4|19
61|4
24|18
38|11
45|73
59|7
21|68
29|13
81|9
9|2
2|12
58|3
48|54
23|16
65|74
3|5
43|65
5|42
48|54
78|63
71|20
35|32
27|59
75|40
15|8
58|3
27|59
20|76
71|20
3|5
70|41
8|6
5|42
66|23
8|6
31|48
31|48
43|65
71|20
18|1
13|78
27|59
12|71
70|41
20|76
56|47
8|6
11|69
44|64
30|80
57|67
47|17
15|8
11|69
39|52
9|2
73|66
68|35
29|13
18|1
35|32
12|71
12|71
65|74
39|52
11|69
55|50
49|49
15|8
67|57
8|6
67|57
79|33
76|70
3|5
17|21
54|29
35|32
29|13
60|77
56|47
21|68
78|63
52|44
55|50
79|33
72|46
62|72
62|72
23|16
5|42
81|9
60|77
49|49
22|55
80|15
59|7
66|23
75|40
19|43
8|6
30|80
5|42
21|68
13|78
65|74
18|1
29|13
41|28
61|4
63|10
9|2
65|74
6|24
55|50
31|48
39|52
25|53
11|69
32|14
31|48
5|42
17|21
73|66
57|67
17|21
72|46
13|78
61|4
69|79
3|5
75|40
13|78
60|77
15|8
74|34
78|63
73|66
34|58
73|66
80|15
11|69
47|17
40|37
3|5
23|16
25|53
18|1
37|30
7|60
39|52
35|32
25|53
12|71
57|67
18|1
57|67
63|10
51|39
22|55
80|15
79|33
41|28
56|47
77|25
37|30
72|46
46|62
7|60
69|79
61|4
10|38
15|8
57|67
49|49
28|75
60|77
16|51
34|58
66|23
35|32
41|28
41|28
64|26
17|21
8|6
63|10
70|41
66|23
72|46
44|64
72|46
70|41
39|52
81|9
70|41
18|1
52|44
50|22
20|76
79|33
25|53
4|19
9|2
44|64
37|30
57|67
46|62
13|78
10|38
59|7
77|25
38|11
72|46
63|10
5|42
26|36
53|45
62|72
44|64
2|12
16|51
52|44
70|41
33|56
29|13
14|61
17|21
23|16
43|65
64|26
4|19
42|31
62|72
12|71
72|46
15|8
14|61
37|30
23|16
41|28
57|67
80|15
75|40
54|29
75|40
77|25
52|44
2|12
10|38
69|79
44|64
57|67
46|62
43|65
51|39
52|44
37|30
21|68
64|26
60|77
72|46
16|51
15|8
20|76
4|19
20|76
37|30
67|57
55|50
6|24
8|6
77|25
45|73
22|55
41|28
6|24
28|75
68|35
64|26
12|71
71|20
50|22
48|54
56|47
81|9
46|62
26|36
6|24
2|12
48|54
55|50
7|60
76|70
81|9
31|48
63|10
37|30
14|61
10|38
33|56
72|46
74|34
20|76
43|65
47|17
38|11
62|72
77|25
21|68
54|29
27|59
42|31
32|14
40|37
13|78
25|53
79|33
77|25
43|65
5|42
8|6
31|48
12|71
47|17
36|27
28|75
47|17
66|23
50|22
21|68
22|55
70|41
14|61
47|17
53|45
55|50
71|20
20|76
29|13
37|30
50|22
35|32
67|57
75|40
72|46
79|33
22|55
43|65
8|6
27|59
49|49
34|58
41|28
26|36
15|8
72|46
8|6
46|62
21|68
42|31
40|37
77|25
61|4
21|68
32|14
18|1
80|15
16|51
15|8
78|63
29|13
65|74
58|3
36|27
3|5
4|19
55|50
35|32
75|40
72|46
74|34
45|73
76|70
54|29
22|55
5|42
25|53
76|70
2|12
47|17
40|37
18|1
36|27
61|4
19|43
78|63
38|11
7|60
15|8
32|14
36|27
41|28
77|25
18|1
42|31
64|26
52|44
10|38
31|48
36|27
5|42
67|57
65|74
40|37
59|7
23|16
33|56
16|51
25|53
28|75
36|27
43|65
66|23
12|71
78|63
37|30
38|11
7|60
53|45
8|6
42|31
39|52
11|69
63|10
71|20
68|35
8|6
77|25
28|75
18|1
18|1
53|45
19|43
36|27
4|19
40|37
10|38
3|5
7|60
47|17
49|49
72|46
23|16
20|76
64|26
81|9
54|29
12|71
70|41
66|23
18|1
79|33
34|58
75|40
62|72
42|31
70|41
64|26
77|25
59|7
43|65
7|60
51|39
44|64
75|40
30|80
47|17
33|56
27|59
41|28
16|51
32|14
74|34
30|80
38|11
51|39
5|42
63|10
25|53
71|20
78|63
47|17
46|62
27|59
52|44
57|67
26|36
41|28
60|77
45|73
60|77
47|17
49|49
40|37
11|69
41|28
65|74
61|4
31|48
65|74
9|2
76|70
70|41
67|57
61|4
60|77
72|46
79|33
69|79
52|44
79|33
51|39
11|69
81|9
56|47
28|75
53|45
36|27
59|7
30|80
29|13
24|18
10|38
11|69
19|43
6|24
3|5
58|3
7|60
55|50
11|69
45|73
47|17
64|26
75|40
15|8
12|71
35|32
49|49
63|10
51|39
43|65
70|41
18|1
3|5
62|72
35|32
36|27
24|18
28|75
10|38
72|46
42|31
40|37
74|34
15|8
38|11
71|20
47|17
59|7
44|64
58|3
50|22
3|5
56|47
68|35
39|52
77|25
27|59
29|13
42|31
64|26
74|34
38|11
68|35
49|49
58|3
12|71
14|61
7|60
26|36
45|73
25|53
6|24
70|41
69|79
20|76
15|8
26|36
55|50
17|21
62|72
60|77
33|56
72|46
16|51
59|7
64|26
36|27
15|8
53|45
16|51
11|69
71|20
38|11
31|48
75|40
20|76
34|58
53|45
56|47
14|61
76|70
51|39
55|50
25|53
44|64
7|60
53|45
63|10
53|45
58|3
40|37
66|23
6|24
42|31
5|42
23|16
63|10
38|11
42|31
71|20
63|10
3|5
26|36
7|60
11|69
31|48
62|72
19|43
53|45
57|67
40|37
19|43
17|21
74|34
22|55
13|78
30|80
31|48
76|70
72|46
3|5
48|54
66|23
76|70
73|66
34|58
43|65
39|52
21|68
69|79
11|69
68|35
60|77
9|2
34|58
3|5
69|79
10|38
69|79
34|58
5|42
51|39
20|76
76|70
54|29
67|57
11|69
20|76
34|58
52|44
19|43
11|69
73|66
80|15
53|45
45|73
55|50
9|2
77|25
30|80
47|17
10|38
45|73
49|49
35|32
11|69
51|39
66|23
39|52
8|6
4|19
37|30
13|78
39|52
69|79
77|25
12|71
38|11
12|71
41|28
64|26
53|45
68|35
58|3
17|21
33|56
37|30
45|73
65|74
42|31
13|78
43|65
36|27
29|13
7|60
31|48
57|67
80|15
29|13
7|60
17|21
54|29
4|19
10|38
5|42
45|73
53|45
18|1
7|60
3|5
59|7
78|63
6|24
42|31
47|17
75|40
5|42
2|12
15|8
22|55
2|12
79|33
14|61
61|4
43|65
60|77
16|51
72|46
12|71
41|28
42|31
28|75
45|73
25|53
75|40
81|9
61|4
22|55
80|15
32|14
34|58
29|13
28|75
7|60
41|28
12|71
65|74
34|58
10|38
14|61
70|41
17|21
9|2
74|34
20|76
3|5
29|13
64|26
3|5
37|30
52|44
20|76
20|76
33|56
20|76
35|32
33|56
51|39
28|75
66|23
47|17
47|17
9|2
46|62
61|4
11|69
24|18
31|48
26|36
18|1
2|12
7|60
67|57
76|70
34|58
34|58
18|1
46|62
7|60
53|45
56|47
51|39
4|19
78|63
27|59
67|57
71|20
18|1
33|56
7|60
61|4
65|74
17|21
4|19
65|74
64|26
58|3
35|32
73|66
7|60
20|76
43|65
3|5
19|43
62|72
6|24
78|63
22|55
44|64
62|72
14|61
53|45
28|75
78|63
80|15
9|2
56|47
6|24
26|36
10|38
64|26
66|23
11|69
3|5
17|21
8|6
72|46
10|38
61|4
55|50
37|30
53|45
49|49
16|51
52|44
71|20
32|14
26|36
58|3
77|25
43|65
26|36
73|66
16|51
32|14
14|61
43|65
71|20
67|57
20|76
78|63
41|28
10|38
62|72
3|5
68|35
21|68
40|37
19|43
37|30
69|79
64|26
38|11
31|48
7|60
42|31
9|2
65|74
27|59
72|46
37|30
23|16
58|3
50|22
78|63
75|40
53|45
32|14
31|48
30|80
6|24
33|56
14|61
13|78
37|30
50|22
48|54
22|55
50|22
45|73
70|41
11|69
21|68
29|13
25|53
62|72
46|62
2|12
36|27
62|72
78|63
46|62
42|31
41|28
11|69
75|40
11|69
43|65
74|34
27|59
16|51
23|16
36|27
24|18
11|69
31|48
70|41
45|73
57|67
47|17
24|18
16|51
55|50
13|78
50|22
5|42
27|59
23|16
10|38
75|40
65|74
12|71
77|25
81|9
39|52
2|12
61|4
17|21
21|68
49|49
23|16
44|64
53|45
78|63
27|59
16|51
11|69
39|52
2|12
4|19
79|33
45|73
18|1
28|75
62|72
57|67
36|27
26|36
60|77
50|22
69|79
22|55
37|30
65|74
39|52
57|67
6|24
23|16
58|3
72|46
75|40
58|3
75|40
27|59
71|20
39|52
32|14
46|62
57|67
54|29
40|37
79|33
3|5
5|42
48|54
33|56
36|27
17|21
65|74
58|3
38|11
17|21
53|45
59|7
15|8
81|9
77|25
17|21
68|35
53|45
32|14
35|32
20|76
52|44
36|27
70|41
10|38
42|31
7|60
60|77
27|59
20|76
67|57
9|2
14|61
48|54
30|80
36|27
26|36
51|39
34|58
11|69
52|44
79|33
10|38
67|57
62|72
20|76
45|73
34|58
32|14
42|31
9|2
16|51
32|14
77|25
34|58
67|57
5|42
13|78
76|70
40|37
48|54
3|5
23|16
38|11
71|20
11|69
70|41
6|24
79|33
77|25
47|17
47|17
30|80
17|21
9|2
48|54
4|19
19|43
3|5
75|40
69|79
6|24
62|72
12|71
41|28
35|32
54|29
43|65
15|8
39|52
58|3
42|31
22|55
4|19
28|75
50|22
8|6
14|61
66|23
53|45
11|69
15|8
62|72
18|1
37|30
27|59
8|6
29|13
67|57
58|3
71|20
44|64
46|62
63|10
7|60
24|18
9|2
14|61
19|43
59|7
21|68
64|26
14|61
22|55
77|25
31|48
79|33
29|13
26|36
61|4
58|3
3|5
56|47
30|80
72|46
21|68
23|16
8|6
42|31
71|20
39|52
10|38
66|23
76|70
17|21
45|73
59|7
55|50
76|70
53|45
49|49
5|42
12|71
11|69
46|62
37|30
41|28
49|49
25|53
18|1
25|53
64|26
59|7
66|23
67|57
10|38
62|72
57|67
81|9
79|33
79|33
43|65
19|43
9|2
62|72
23|16
42|31
55|50
18|1
78|63
54|29
77|25
79|33
54|29
8|6
34|58
62|72
30|80
27|59
50|22
54|29
34|58
80|15
43|65
17|21
28|75
28|75
60|77
3|5
44|64
40|37
63|10
45|73
19|43
50|22
5|42
26|36
80|15
40|37
50|22
64|26
35|32
64|26
24|18
36|27
64|26
65|74
28|75
59|7
26|36
24|18
28|75
44|64
16|51
77|25
43|65
24|18
66|23
43|65
46|62
10|38
60|77
58|3
79|33
6|24
62|72
67|57
81|9
68|35
65|74
57|67
23|16
68|35
25|53
63|10
47|17
49|49
8|6
39|52
59|7
41|28
25|53
20|76
72|46
40|37
15|8
68|35
17|21
72|46
72|46
55|50
33|56
8|6
31|48
9|2
79|33
62|72
48|54
27|59
55|50
67|57
69|79
34|58
5|42
71|20
51|39
63|10
2|12
20|76
63|10
55|50
55|50
55|50
44|64
56|47
48|54
23|16
80|15
78|63
12|71
72|46
77|25
27|59
15|8
61|4
9|2
57|67
43|65
36|27
9|2
29|13
70|41
58|3
33|56
32|14
81|9
26|36
20|76
11|69
60|77
32|14
75|40
73|66
68|35
20|76
62|72
35|32
10|38
49|49
31|48
29|13
77|25
20|76
47|17
23|16
58|3
77|25
24|18
24|18
5|42
11|69
72|46
41|28
40|37
15|8
2|12
15|8
19|43
62|72
59|7
53|45
81|9
24|18
29|13
23|16
20|76
28|75
38|11
69|79
53|45
68|35
75|40
44|64
62|72
35|32
66|23
40|37
73|66
64|26
71|20
63|10
13|78
36|27
30|80
71|20
29|13
10|38
29|13
52|44
24|18
81|9
45|73
60|77
29|13
19|43
24|18
53|45
47|17
22|55
31|48
42|31
9|2
15|8
24|18
73|66
18|1
30|80
6|24
57|67
14|61
45|73
40|37
71|20
41|28
18|1
7|60
73|66
69|79
80|15
51|39
49|49
17|21
74|34
20|76
14|61
42|31
74|34
43|65
67|57
72|46
30|80
64|26
2|12
28|75
27|59
53|45
77|25
37|30
47|17
59|7
28|75
20|76
8|6
16|51
72|46
13|78
67|57
20|76
81|9
34|58
21|68
77|25
19|43
58|3
48|54
27|59
53|45
15|8
71|20
14|61
12|71
30|80
55|50
45|73
21|68
64|26
48|54
18|1
78|63
38|11
64|26
77|25
32|14
77|25
12|71
79|33
45|73
47|17
52|44
42|31
8|6
71|20
24|18
32|14
35|32
52|44
51|39
71|20
53|45
17|21
45|73
66|23
25|53
38|11
7|60
11|69
37|30
47|17
73|66
48|54
56|47
23|16
42|31
61|4
71|20
70|41
31|48
4|19
67|57
15|8
80|15
52|44
62|72
62|72
41|28
24|18
3|5
23|16
25|53
50|22
78|63
79|33
19|43
48|54
4|19
34|58
44|64
68|35
2|12
72|46
65|74
57|67
73|66
19|43
29|13
57|67
46|62
29|13
28|75
8|6
72|46
45|73
61|4
16|51
3|5
68|35
56|47
38|11
74|34
23|16
20|76
78|63
33|56
9|2
26|36
35|32
17|21
5|42
64|26
36|27
61|4
17|21
21|68
30|80
30|80
50|22
5|42
26|36
67|57
23|16
47|17
76|70
19|43
14|61
63|10
