uniqueID|UserID|SocietyID
379|379|74
380|380|4
381|381|70
382|382|58
383|383|55
384|384|53
385|385|45
386|386|46
387|387|28
388|388|24
389|389|4
390|390|63
391|391|54
392|392|65
393|393|61
394|394|30
395|395|60
396|396|64
397|397|59
398|398|16
399|399|20
400|400|71
401|401|41
402|402|25
403|403|75
404|404|77
405|405|42
406|406|49
407|407|10
408|408|2
409|409|9
410|410|24
411|411|73
412|412|31
413|413|73
414|414|21
415|415|40
416|416|60
417|417|22
418|418|33
419|419|63
420|420|57
421|421|11
422|422|69
423|423|20
424|424|23
425|425|12
426|426|19
427|427|32
428|428|20
429|429|13
430|430|77
431|431|28
432|432|48
433|433|43
434|434|50
435|435|69
436|436|67
437|437|29
438|438|51
439|439|13
440|440|44
441|441|31
442|442|39
443|443|23
444|444|53
445|445|39
446|446|21
447|447|73
448|448|3
449|449|2
450|450|77
451|451|29
452|452|13
453|453|4
454|454|72
455|455|32
456|456|80
457|457|39
458|458|28
459|459|79
460|460|8
461|461|63
462|462|78
463|463|12
464|464|40
465|465|39
466|466|2
467|467|23
468|468|11
469|469|79
470|470|52
471|471|50
472|472|18
473|473|79
474|474|7
475|475|76
476|476|8
477|477|56
478|478|18
479|479|24
480|480|23
481|481|1
482|482|9
483|483|40
484|484|38
485|485|15
486|486|30
487|487|41
488|488|28
489|489|70
490|490|12
491|491|61
492|492|71
493|493|5
494|494|31
495|495|49
496|496|39
497|497|8
498|498|30
499|499|75
500|500|26
501|501|16
502|502|78
503|503|58
504|504|77
505|505|21
506|506|20
507|507|65
508|508|71
509|509|45
510|510|69
511|511|27
512|512|38
513|513|67
514|514|12
515|515|38
516|516|35
517|517|33
518|518|32
519|519|28
520|520|55
521|521|18
522|522|20
523|523|14
524|524|10
525|525|5
526|526|28
527|527|70
528|528|36
529|529|22
530|530|53
531|531|22
532|532|68
533|533|11
534|534|69
535|535|44
536|536|68
537|537|24
538|538|32
539|539|3
540|540|62
541|541|32
542|542|70
543|543|45
544|544|8
545|545|77
546|546|34
547|547|49
548|548|7
549|549|10
550|550|41
551|551|5
552|552|15
553|553|65
554|554|1
555|555|21
556|556|20
557|557|39
558|558|2
559|559|27
560|560|74
561|561|13
562|562|19
563|563|9
564|564|37
565|565|3
566|566|22
567|567|77
568|568|42
569|569|60
570|570|76
571|571|16
572|572|14
573|573|55
574|574|9
575|575|5
576|576|29
577|577|67
578|578|53
579|579|11
580|580|70
581|581|19
582|582|47
583|583|47
584|584|48
585|585|20
586|586|79
587|587|44
588|588|44
589|589|54
590|590|76
591|591|66
592|592|23
593|593|7
594|594|24
595|595|60
596|596|71
597|597|50
598|598|69
599|599|53
600|600|48
601|601|29
602|602|51
603|603|3
604|604|21
605|605|36
606|606|24
607|607|10
608|608|37
609|609|39
610|610|22
611|611|22
612|612|69
613|613|42
614|614|57
615|615|37
616|616|22
617|617|30
618|618|16
619|619|24
620|620|2
621|621|42
622|622|11
623|623|4
624|624|51
625|625|20
626|626|20
627|627|80
628|628|69
629|629|10
630|630|38
631|631|63
632|632|80
633|633|41
634|634|64
635|635|56
636|636|13
637|637|17
638|638|75
639|639|64
640|640|7
641|641|59
642|642|48
643|643|58
644|644|28
645|645|8
646|646|79
647|647|59
648|648|46
649|649|22
650|650|75
651|651|57
652|652|56
653|653|61
654|654|68
655|655|41
656|656|21
657|657|76
658|658|73
659|659|1
660|660|78
661|661|25
662|662|31
663|663|2
664|664|68
665|665|32
666|666|52
667|667|75
668|668|36
669|669|45
670|670|38
671|671|59
672|672|58
673|673|1
674|674|15
675|675|74
676|676|67
677|677|33
678|678|62
679|679|69
680|680|43
681|681|33
682|682|43
683|683|18
684|684|31
685|685|43
686|686|28
687|687|23
688|688|78
689|689|54
690|690|21
691|691|16
692|692|31
693|693|25
694|694|31
695|695|17
696|696|10
697|697|74
698|698|6
699|699|26
700|700|29
701|701|62
702|702|58
703|703|27
704|704|11
705|705|20
706|706|39
707|707|22
708|708|77
709|709|23
710|710|62
711|711|64
712|712|29
713|713|41
714|714|30
715|715|28
716|716|55
717|717|22
718|718|4
719|719|65
720|720|9
721|721|41
722|722|52
723|723|39
724|724|73
725|725|75
726|726|60
727|727|59
728|728|14
729|729|40
730|730|47
731|731|11
732|732|36
733|733|50
734|734|12
735|735|76
736|736|17
737|737|75
738|738|1
739|739|64
740|740|38
741|741|58
742|742|45
743|743|14
744|744|71
745|745|38
746|746|49
747|747|70
748|748|35
749|749|59
750|750|6
751|751|79
752|752|49
753|753|66
754|754|30
755|755|46
756|756|34
757|757|24
758|758|50
759|759|7
760|760|51
761|761|69
762|762|74
763|763|55
764|764|35
765|765|18
766|766|55
767|767|42
768|768|3
769|769|28
770|770|65
771|771|24
772|772|78
773|773|24
774|774|55
775|775|53
776|776|35
777|777|37
778|778|4
779|779|78
780|780|52
781|781|46
782|782|14
783|783|71
784|784|4
785|785|40
786|786|31
787|787|61
788|788|78
789|789|1
790|790|2
791|791|65
792|792|8
793|793|76
794|794|73
795|795|75
796|796|35
797|797|61
798|798|73
799|799|30
800|800|51
801|801|58
802|802|50
803|803|12
804|804|63
805|805|72
806|806|36
807|807|19
808|808|24
809|809|59
810|810|70
811|811|45
812|812|67
813|813|24
814|814|38
815|815|72
816|816|72
817|817|24
818|818|37
819|819|67
820|820|19
821|821|77
822|822|19
823|823|7
824|824|79
825|825|50
826|826|50
827|827|35
828|828|2
829|829|13
830|830|72
831|831|44
832|832|61
833|833|25
834|834|27
835|835|67
836|836|3
837|837|49
838|838|29
839|839|16
840|840|31
841|841|72
842|842|70
843|843|16
844|844|77
845|845|14
846|846|68
847|847|1
848|848|62
849|849|37
850|850|64
851|851|68
852|852|60
853|853|57
854|854|66
855|855|23
856|856|28
857|857|19
858|858|78
859|859|31
860|860|50
861|861|75
862|862|77
863|863|26
864|864|11
865|865|42
866|866|38
867|867|57
868|868|66
869|869|24
870|870|25
871|871|41
872|872|35
873|873|43
874|874|55
875|875|41
876|876|46
877|877|58
878|878|42
879|879|39
880|880|61
881|881|69
882|882|64
883|883|57
884|884|44
885|885|1
886|886|18
887|887|51
888|888|7
889|889|23
890|890|58
891|891|9
892|892|10
893|893|34
894|894|54
895|895|32
896|896|37
897|897|6
898|898|37
899|899|65
900|900|67
901|901|15
902|902|76
903|903|65
904|904|42
905|905|30
906|906|10
907|907|18
908|908|80
909|909|48
910|910|53
911|911|66
912|912|52
913|913|69
914|914|79
915|915|54
916|916|58
917|917|62
918|918|7
919|919|26
920|920|58
921|921|12
922|922|45
923|923|56
924|924|54
925|925|2
926|926|15
927|927|60
928|928|18
929|929|64
930|930|41
931|931|73
932|932|35
933|933|68
934|934|77
935|935|42
936|936|50
937|937|13
938|938|50
939|939|14
940|940|51
941|941|52
942|942|68
943|943|7
944|944|7
945|945|44
946|946|62
947|947|73
948|948|60
949|949|15
950|950|73
951|951|48
952|952|21
953|953|31
954|954|32
955|955|70
956|956|73
957|957|61
958|958|73
959|959|48
960|960|9
961|961|10
962|962|76
963|963|1
964|964|25
965|965|79
966|966|46
967|967|59
968|968|27
969|969|79
970|970|48
971|971|19
972|972|18
973|973|33
974|974|13
975|975|18
976|976|22
977|977|60
978|978|72
979|979|12
980|980|25
981|981|56
982|982|39
983|983|18
984|984|44
985|985|13
986|986|39
987|987|5
988|988|47
989|989|33
990|990|19
991|991|26
992|992|4
993|993|51
994|994|16
995|995|10
996|996|9
997|997|56
998|998|46
999|999|15
1000|1000|76
1001|1001|30
1002|1002|25
1003|1003|23
1004|1004|26
1005|1005|29
1006|1006|58
1007|1007|57
1008|1008|35
1009|1009|66
1010|1010|46
1011|1011|54
1012|1012|67
1013|1013|71
1014|1014|68
1015|1015|6
1016|1016|41
1017|1017|10
1018|1018|27
1019|1019|49
1020|1020|39
1021|1021|61
1022|1022|10
1023|1023|48
1024|1024|18
1025|1025|28
1026|1026|63
1027|1027|6
1028|1028|11
1029|1029|66
1030|1030|2
1031|1031|49
1032|1032|18
1033|1033|38
1034|1034|72
1035|1035|2
1036|1036|29
1037|1037|5
1038|1038|45
1039|1039|25
1040|1040|37
1041|1041|6
1042|1042|15
1043|1043|79
1044|1044|64
1045|1045|10
1046|1046|57
1047|1047|62
1048|1048|61
1049|1049|21
1050|1050|52
1051|1051|40
1052|1052|37
1053|1053|41
1054|1054|45
1055|1055|27
1056|1056|47
1057|1057|70
1058|1058|29
1059|1059|21
1060|1060|57
1061|1061|75
1062|1062|65
1063|1063|73
1064|1064|36
1065|1065|15
1066|1066|50
1067|1067|64
1068|1068|17
1069|1069|25
1070|1070|36
1071|1071|34
1072|1072|45
1073|1073|39
1074|1074|23
1075|1075|3
1076|1076|61
1077|1077|46
1078|1078|50
1079|1079|8
1080|1080|68
1081|1081|61
1082|1082|75
1083|1083|55
1084|1084|51
1085|1085|3
1086|1086|32
1087|1087|56
1088|1088|74
1089|1089|37
1090|1090|34
1091|1091|69
1092|1092|31
1093|1093|73
1094|1094|56
1095|1095|54
1096|1096|4
1097|1097|64
1098|1098|31
1099|1099|58
1100|1100|74
1101|1101|60
1102|1102|33
1103|1103|27
1104|1104|52
1105|1105|29
1106|1106|70
1107|1107|5
1108|1108|60
1109|1109|3
1110|1110|6
1111|1111|32
1112|1112|10
1113|1113|6
1114|1114|29
1115|1115|13
1116|1116|56
1117|1117|25
1118|1118|64
1119|1119|69
1120|1120|58
1121|1121|15
1122|1122|27
1123|1123|7
1124|1124|64
1125|1125|62
1126|1126|30
1127|1127|21
1128|1128|2
1129|1129|13
1130|1130|11
1131|1131|64
1132|1132|61
1133|1133|70
1134|1134|65
1135|1135|69
1136|1136|43
1137|1137|69
1138|1138|30
1139|1139|3
1140|1140|40
1141|1141|25
1142|1142|79
1143|1143|27
1144|1144|24
1145|1145|23
1146|1146|4
1147|1147|33
1148|1148|26
1149|1149|69
1150|1150|47
1151|1151|71
1152|1152|38
1153|1153|31
1154|1154|15
1155|1155|56
1156|1156|73
1157|1157|39
1158|1158|13
1159|1159|12
1160|1160|14
1161|1161|49
1162|1162|16
1163|1163|1
1164|1164|63
1165|1165|15
1166|1166|10
1167|1167|21
1168|1168|51
1169|1169|48
1170|1170|80
1171|1171|62
1172|1172|31
1173|1173|28
1174|1174|22
1175|1175|5
1176|1176|80
1177|1177|77
1178|1178|36
1179|1179|20
1180|1180|49
1181|1181|53
1182|1182|14
1183|1183|57
1184|1184|18
1185|1185|69
1186|1186|47
1187|1187|21
1188|1188|23
1189|1189|36
1190|1190|2
1191|1191|42
1192|1192|2
1193|1193|2
1194|1194|31
1195|1195|17
1196|1196|28
1197|1197|48
1198|1198|39
1199|1199|40
1200|1200|72
1201|1201|47
1202|1202|69
1203|1203|28
1204|1204|58
1205|1205|50
1206|1206|14
1207|1207|8
1208|1208|29
1209|1209|30
1210|1210|22
1211|1211|50
1212|1212|24
1213|1213|12
1214|1214|36
1215|1215|48
1216|1216|56
1217|1217|45
1218|1218|4
1219|1219|53
1220|1220|1
1221|1221|31
1222|1222|75
1223|1223|38
1224|1224|74
1225|1225|8
1226|1226|11
1227|1227|43
1228|1228|69
1229|1229|68
1230|1230|8
1231|1231|50
1232|1232|56
1233|1233|10
1234|1234|41
1235|1235|34
1236|1236|57
1237|1237|62
1238|1238|75
1239|1239|27
1240|1240|74
1241|1241|68
1242|1242|44
1243|1243|45
1244|1244|20
1245|1245|39
1246|1246|77
1247|1247|10
1248|1248|23
1249|1249|7
1250|1250|14
1251|1251|80
1252|1252|58
1253|1253|32
1254|1254|29
1255|1255|54
1256|1256|43
1257|1257|47
1258|1258|50
1259|1259|45
1260|1260|28
1261|1261|19
1262|1262|50
1263|1263|70
1264|1264|26
1265|1265|25
1266|1266|11
1267|1267|74
1268|1268|52
1269|1269|8
1270|1270|57
1271|1271|32
1272|1272|26
1273|1273|32
1274|1274|75
1275|1275|73
1276|1276|48
1277|1277|14
1278|1278|74
1279|1279|41
1280|1280|72
1281|1281|20
1282|1282|36
1283|1283|24
1284|1284|40
1285|1285|53
1286|1286|77
1287|1287|14
1288|1288|7
1289|1289|16
1290|1290|49
1291|1291|69
1292|1292|66
1293|1293|58
1294|1294|6
1295|1295|41
1296|1296|1
1297|1297|10
1298|1298|61
1299|1299|22
1300|1300|2
1301|1301|39
1302|1302|19
1303|1303|46
1304|1304|28
1305|1305|75
1306|1306|56
1307|1307|20
1308|1308|45
1309|1309|40
1310|1310|17
1311|1311|49
1312|1312|60
1313|1313|16
1314|1314|35
1315|1315|79
1316|1316|36
1317|1317|10
1318|1318|13
1319|1319|14
1320|1320|9
1321|1321|27
1322|1322|16
1323|1323|26
1324|1324|64
1325|1325|9
1326|1326|65
1327|1327|35
1328|1328|29
1329|1329|22
1330|1330|74
1331|1331|12
1332|1332|78
1333|1333|4
1334|1334|53
1335|1335|56
1336|1336|77
1337|1337|54
1338|1338|63
1339|1339|59
1340|1340|22
1341|1341|58
1342|1342|18
1343|1343|79
1344|1344|42
1345|1345|34
1346|1346|68
1347|1347|50
1348|1348|66
1349|1349|7
1350|1350|10
1351|1351|52
1352|1352|78
1353|1353|68
1354|1354|12
1355|1355|67
1356|1356|28
1357|1357|56
1358|1358|21
1359|1359|2
1360|1360|42
1361|1361|17
1362|1362|31
1363|1363|43
1364|1364|26
1365|1365|26
1366|1366|43
1367|1367|37
1368|1368|46
1369|1369|19
1370|1370|46
1371|1371|7
1372|1372|29
1373|1373|20
1374|1374|60
1375|1375|47
1376|1376|10
1377|1377|12
1378|1378|65
1379|1379|61
1380|1380|53
1381|1381|18
1382|1382|70
1383|1383|47
1384|1384|53
1385|1385|44
1386|1386|14
1387|1387|38
1388|1388|41
1389|1389|31
1390|1390|9
1391|1391|37
1392|1392|37
1393|1393|80
1394|1394|25
1395|1395|56
1396|1396|24
1397|1397|74
1398|1398|59
1399|1399|57
1400|1400|62
1401|1401|11
1402|1402|21
1403|1403|76
1404|1404|51
1405|1405|10
1406|1406|55
1407|1407|24
1408|1408|33
1409|1409|11
1410|1410|77
1411|1411|25
1412|1412|49
1413|1413|72
1414|1414|77
1415|1415|77
1416|1416|12
1417|1417|32
1418|1418|24
1419|1419|30
1420|1420|45
1421|1421|77
1422|1422|31
1423|1423|42
1424|1424|42
1425|1425|3
1426|1426|2
1427|1427|12
1428|1428|6
1429|1429|60
1430|1430|21
1431|1431|30
1432|1432|32
1433|1433|77
1434|1434|3
1435|1435|2
1436|1436|37
1437|1437|6
1438|1438|80
1439|1439|15
1440|1440|36
1441|1441|75
1442|1442|14
1443|1443|31
1444|1444|44
1445|1445|23
1446|1446|16
1447|1447|13
1448|1448|4
1449|1449|66
1450|1450|80
1451|1451|22
1452|1452|63
1453|1453|56
1454|1454|16
1455|1455|11
1456|1456|68
1457|1457|73
1458|1458|10
1459|1459|33
1460|1460|1
1461|1461|14
1462|1462|30
1463|1463|74
1464|1464|80
1465|1465|18
1466|1466|3
1467|1467|52
1468|1468|2
1469|1469|19
1470|1470|49
1471|1471|59
1472|1472|7
1473|1473|55
1474|1474|58
1475|1475|29
1476|1476|43
1477|1477|44
1478|1478|26
1479|1479|64
1480|1480|41
1481|1481|50
1482|1482|79
1483|1483|25
1484|1484|24
1485|1485|73
1486|1486|70
1487|1487|4
1488|1488|62
1489|1489|54
1490|1490|49
1491|1491|73
1492|1492|17
1493|1493|78
1494|1494|50
1495|1495|53
1496|1496|77
1497|1497|76
1498|1498|70
1499|1499|42
1500|1500|30
1501|1501|3
1502|1502|73
1503|1503|10
1504|1504|23
1505|1505|38
1506|1506|49
1507|1507|24
1508|1508|31
1509|1509|41
1510|1510|30
1511|1511|75
1512|1512|69
1513|1513|53
1514|1514|59
1515|1515|32
1516|1516|69
1517|1517|66
1518|1518|14
1519|1519|18
1520|1520|74
1521|1521|19
1522|1522|15
1523|1523|63
1524|1524|35
1525|1525|65
1526|1526|55
1527|1527|23
1528|1528|37
1529|1529|50
1530|1530|50
1531|1531|16
1532|1532|46
1533|1533|39
1534|1534|49
1535|1535|18
1536|1536|54
1537|1537|25
1538|1538|2
1539|1539|69
1540|1540|20
1541|1541|19
1542|1542|25
1543|1543|62
1544|1544|60
1545|1545|41
1546|1546|24
1547|1547|28
1548|1548|13
1549|1549|11
1550|1550|59
1551|1551|44
1552|1552|11
1553|1553|12
1554|1554|25
1555|1555|23
1556|1556|19
1557|1557|23
1558|1558|49
1559|1559|26
1560|1560|37
1561|1561|1
1562|1562|74
1563|1563|18
1564|1564|4
1565|1565|36
1566|1566|1
1567|1567|73
1568|1568|44
1569|1569|73
1570|1570|47
1571|1571|70
1572|1572|34
1573|1573|9
1574|1574|76
1575|1575|49
1576|1576|79
1577|1577|58
1578|1578|16
1579|1579|51
1580|1580|70
1581|1581|4
1582|1582|56
1583|1583|19
1584|1584|10
1585|1585|13
1586|1586|52
1587|1587|36
1588|1588|38
1589|1589|36
1590|1590|18
1591|1591|46
1592|1592|29
1593|1593|65
1594|1594|74
1595|1595|69
1596|1596|21
1597|1597|42
1598|1598|45
1599|1599|77
1600|1600|49
1601|1601|53
1602|1602|34
1603|1603|69
1604|1604|65
1605|1605|66
1606|1606|19
1607|1607|32
1608|1608|34
1609|1609|58
1610|1610|26
1611|1611|26
1612|1612|6
1613|1613|29
1614|1614|75
1615|1615|45
1616|1616|39
1617|1617|49
1618|1618|33
1619|1619|77
1620|1620|28
1621|1621|70
1622|1622|12
1623|1623|69
1624|1624|60
1625|1625|42
1626|1626|60
1627|1627|59
1628|1628|67
1629|1629|31
1630|1630|57
1631|1631|61
1632|1632|65
1633|1633|62
1634|1634|39
1635|1635|40
1636|1636|56
1637|1637|60
1638|1638|21
1639|1639|12
1640|1640|26
1641|1641|50
1642|1642|20
1643|1643|79
1644|1644|28
1645|1645|73
1646|1646|39
1647|1647|1
1648|1648|57
1649|1649|64
1650|1650|11
1651|1651|79
1652|1652|67
1653|1653|13
1654|1654|45
1655|1655|1
1656|1656|48
1657|1657|4
1658|1658|56
1659|1659|44
1660|1660|17
1661|1661|63
1662|1662|31
1663|1663|56
1664|1664|21
1665|1665|76
1666|1666|33
1667|1667|80
1668|1668|9
1669|1669|70
1670|1670|75
1671|1671|35
1672|1672|61
1673|1673|17
1674|1674|46
1675|1675|23
1676|1676|2
1677|1677|13
1678|1678|28
1679|1679|73
1680|1680|54
1681|1681|11
1682|1682|67
1683|1683|29
1684|1684|63
1685|1685|60
1686|1686|4
1687|1687|49
1688|1688|6
1689|1689|3
1690|1690|10
1691|1691|55
1692|1692|15
1693|1693|76
1694|1694|36
1695|1695|60
1696|1696|40
1697|1697|62
1698|1698|57
1699|1699|7
1700|1700|19
1701|1701|32
1702|1702|31
1703|1703|25
1704|1704|45
1705|1705|36
1706|1706|6
1707|1707|26
1708|1708|56
1709|1709|33
1710|1710|70
1711|1711|50
1712|1712|78
1713|1713|1
1714|1714|62
1715|1715|59
1716|1716|3
1717|1717|18
1718|1718|67
1719|1719|10
1720|1720|17
1721|1721|58
1722|1722|68
1723|1723|61
1724|1724|79
1725|1725|51
1726|1726|45
1727|1727|13
1728|1728|33
1729|1729|55
1730|1730|40
1731|1731|28
1732|1732|34
1733|1733|45
1734|1734|2
1735|1735|4
1736|1736|24
1737|1737|40
1738|1738|17
1739|1739|8
1740|1740|75
1741|1741|37
1742|1742|20
1743|1743|47
1744|1744|24
1745|1745|4
1746|1746|52
1747|1747|16
1748|1748|71
1749|1749|38
1750|1750|76
1751|1751|33
1752|1752|63
1753|1753|9
1754|1754|58
1755|1755|70
1756|1756|49
1757|1757|69
1758|1758|19
1759|1759|12
1760|1760|12
1761|1761|76
1762|1762|56
1763|1763|5
1764|1764|69
1765|1765|27
1766|1766|25
1767|1767|62
1768|1768|58
1769|1769|15
1770|1770|75
1771|1771|79
1772|1772|53
1773|1773|19
1774|1774|66
1775|1775|40
1776|1776|72
1777|1777|42
1778|1778|7
1779|1779|80
1780|1780|53
1781|1781|11
1782|1782|4
1783|1783|51
1784|1784|2
1785|1785|8
1786|1786|30
1787|1787|74
1788|1788|27
1789|1789|8
1790|1790|70
1791|1791|28
1792|1792|14
1793|1793|3
1794|1794|37
1795|1795|39
1796|1796|40
1797|1797|15
1798|1798|54
1799|1799|50
1800|1800|32
1801|1801|3
1802|1802|17
1803|1803|76
1804|1804|74
1805|1805|11
1806|1806|42
1807|1807|31
1808|1808|31
1809|1809|39
1810|1810|27
1811|1811|23
1812|1812|79
1813|1813|53
1814|1814|65
1815|1815|32
1816|1816|24
1817|1817|40
1818|1818|52
1819|1819|67
1820|1820|19
1821|1821|36
1822|1822|57
1823|1823|59
1824|1824|60
1825|1825|7
1826|1826|7
1827|1827|49
1828|1828|11
1829|1829|15
1830|1830|45
1831|1831|39
1832|1832|45
1833|1833|9
1834|1834|13
1835|1835|9
1836|1836|34
1837|1837|77
1838|1838|45
1839|1839|23
1840|1840|61
1841|1841|72
1842|1842|19
1843|1843|3
1844|1844|48
1845|1845|23
1846|1846|61
1847|1847|50
1848|1848|50
1849|1849|18
1850|1850|65
1851|1851|12
1852|1852|61
1853|1853|24
1854|1854|55
1855|1855|74
1856|1856|75
1857|1857|63
1858|1858|3
1859|1859|67
1860|1860|55
1861|1861|74
1862|1862|20
1863|1863|43
1864|1864|47
1865|1865|19
1866|1866|10
1867|1867|53
1868|1868|78
1869|1869|66
1870|1870|60
1871|1871|25
1872|1872|38
1873|1873|27
1874|1874|7
1875|1875|18
1876|1876|25
1877|1877|54
1878|1878|2
1879|1879|20
1880|1880|31
1881|1881|77
1882|1882|36
1883|1883|27
1884|1884|56
1885|1885|12
1886|1886|37
1887|1887|21
1888|1888|49
1889|1889|56
1890|1890|54
1891|1891|7
1892|1892|23
1893|1893|52
1894|1894|42
1895|1895|24
1896|1896|29
1897|1897|71
1898|1898|53
1899|1899|58
1900|1900|25
1901|1901|39
1902|1902|73
1903|1903|8
1904|1904|80
1905|1905|42
1906|1906|20
1907|1907|68
1908|1908|31
1909|1909|19
1910|1910|4
1911|1911|18
1912|1912|11
1913|1913|73
1914|1914|7
1915|1915|68
1916|1916|13
1917|1917|9
1918|1918|2
1919|1919|12
1920|1920|3
1921|1921|54
1922|1922|16
1923|1923|74
1924|1924|5
1925|1925|65
1926|1926|42
1927|1927|54
1928|1928|63
1929|1929|20
1930|1930|32
1931|1931|59
1932|1932|40
1933|1933|8
1934|1934|3
1935|1935|59
1936|1936|76
1937|1937|20
1938|1938|5
1939|1939|41
1940|1940|6
1941|1941|42
1942|1942|23
1943|1943|6
1944|1944|48
1945|1945|48
1946|1946|65
1947|1947|20
1948|1948|1
1949|1949|78
1950|1950|59
1951|1951|71
1952|1952|41
1953|1953|76
1954|1954|47
1955|1955|6
1956|1956|69
1957|1957|64
1958|1958|80
1959|1959|67
1960|1960|17
1961|1961|8
1962|1962|69
1963|1963|52
1964|1964|2
1965|1965|66
1966|1966|35
1967|1967|13
1968|1968|1
1969|1969|32
1970|1970|71
1971|1971|71
1972|1972|74
1973|1973|52
1974|1974|69
1975|1975|50
1976|1976|49
1977|1977|8
1978|1978|57
1979|1979|6
1980|1980|57
1981|1981|33
1982|1982|70
1983|1983|5
1984|1984|21
1985|1985|29
1986|1986|32
1987|1987|13
1988|1988|77
1989|1989|47
1990|1990|68
1991|1991|63
1992|1992|44
1993|1993|50
1994|1994|33
1995|1995|46
